en,es,article
"{% link_new Time Off | features/scheduling/time-off/vacation-absences-management.md %} allows you to manage time-off balances and time-off requests for vacation, personal days, sick leave, and other types of absences. People can submit their time-off requests through {% link_new injixo Me | features/injixo-me/use-injixo-me/explore-injixo-me.md %}. You can approve or reject the requests based on staff requirements, people's availability, and any predefined rules or constraints.","{% link_new Vacaciones/Ausencias | features/scheduling/time-off/vacation-absences-management.md %} te permite gestionar los saldos y solicitudes de permisos de vacaciones, días de asuntos propios, bajas por enfermedad y otros tipos de ausencias. Los empleados pueden crear sus solicitudes de permiso en {% link_new injixo Me | features/injixo-me/use-injixo-me/explore-injixo-me.md %}. Puedes aprobar o rechazar las solicitudes de acuerdo con los requisitos de personal, la disponibilidad de los empleados, y reglas o restricciones predefinidas.",the-wfm-cycle-in-injixo.md
Configure time off in _Plan > Time Off_{:.breadcrumbs}.,Configura los permisos en _Plan > Vacaciones/Ausencias_{:.breadcrumbs}.,the-wfm-cycle-in-injixo.md
## 4. Intraday management,## 4\. Gestión intradiaria,the-wfm-cycle-in-injixo.md
"With {% link_new Intraday Adherence | features/intraday/adherence-intraday.md %}, you can compare the scheduled activities with the actual activities carried out and identify discrepancies. It displays detailed statistics and an adherence score.","En {% link_new Gestión intradiaria | features/intraday/adherence-intraday.md %} puedes comparar las actividades planificadas con las actividades en las que tus empleados realmente trabajan, e identificar discrepancias. Muestra estadísticas detalladas y una puntuación de adherencia.",the-wfm-cycle-in-injixo.md
"This is also possible in real time with {% link_new Real-Time Adherence | features/intraday/real-time-adherence.md %}, which offers a comprehensive overview, filtering options, and an adjustable target adherence score.","Puedes hacer lo mismo en tiempo real en {% link_new Adherencia en tiempo real | features/intraday/real-time-adherence.md %}, que ofrece una vista general completa, opciones de filtrado y una puntuación ajustable de objetivo de adherencia.",the-wfm-cycle-in-injixo.md
"With that information, you can make short-notice adjustments to the schedule to deal with unforeseen events and avoid being under- or overstaffed.","Con esa información, puedes hacer ajustes de última hora en la planificación para lidiar con eventos imprevistos y evitar tener exceso o falta de personal.",the-wfm-cycle-in-injixo.md
## 5. Analytics,## 5\. Análisis,the-wfm-cycle-in-injixo.md
"injixo allows you to {% link_new create dashboards | features/monitoring/dashboards/dashboards-overview.md %} with graphics to better visualize different metrics, e.g. a comparison of staff requirements and actual coverage, or of forecasted vs. actual incoming calls for different time series.","Con injixo puedes {% link_new crear paneles de control | features/monitoring/dashboards/dashboards-overview.md %} con gráficos para visualizar mejor diferentes métricas, p.&nbsp;ej., una comparación de los requisitos de personal y la cobertura real, o de las llamadas entrantes pronosticadas frente a las llamadas reales, para diferentes periodos de tiempo.",the-wfm-cycle-in-injixo.md
"injixo can also {% link_new generate multiple types of reports | features/reporting/standard-reports/creating-reports.md %} that help you keep the overview over relevant metrics, such as capacity according to contract type, time worked per planning unit or vacation overview.","injixo también puede {% link_new generar múltiples tipos de informes | features/reporting/standard-reports/creating-reports.md %} que te ayudan a mantener una visión de conjunto de las métricas relevantes, como capacidad según el tipo de contrato, el tiempo trabajado por unidad de planificación o el resumen de vacaciones.",the-wfm-cycle-in-injixo.md
Creating schedules is an essential part of the {% link_new WFM cycle | getting-started/the-wfm-cycle-in-injixo.md %}. Schedules contain the shifts and activities planned for your people.,Crear planificaciones es una parte esencial del {% link_new ciclo de WFM | getting-started/the-wfm-cycle-in-injixo.md %}. Las planificaciones contienen los turnos y actividades planificadas para tus empleados.,create-a-schedule.md
Use this article as a checklist to support your onboarding.,Usa este artículo como una lista de tareas para ayudarte durante el onboarding.,create-a-schedule.md
"Note: In injixo Essential WFM, you cannot back up your time-off requests or the final schedule.",Atención: en injixo Essential WFM no puedes hacer una copia de seguridad de las solicitudes de permiso o la planificación definitiva.,create-a-schedule.md
## Prerequisites,## Prerrequisitos,create-a-schedule.md
"Before you create a schedule, make sure you have correctly {% link_new set up your base configuration | getting-started/set-up-base-configuration.md %} and {% link_new generated a forecast | getting-started/calculate-a-forecast.md %}.","Antes de crear una planificación, asegúrate de haber {% link_new configurado correctamente tu configuración de base | getting-started/set-up-base-configuration.md %} y {% link_new generado una previsión | getting-started/calculate-a-forecast.md %}.",create-a-schedule.md
## Configuration order,## Orden de la configuración,create-a-schedule.md
"We recommend setting up the configuration items in the order presented in this article. No configuration setup is the same, which is why the optimal order might be different for your organization. Contact your consultant if you have any questions.","Recomendamos configurar los elementos en el orden presentado en la siguiente sección. No hay dos configuraciones iguales, por lo que el orden óptimo para tu organización puede ser diferente al presentado aquí. Contacta con tu consultor si tienes cualquier duda.",create-a-schedule.md
## Configure time off,## Configurar los permisos,create-a-schedule.md
"People can request time off using injixo Me. To configure time off, go to _Plan > Time Off_{:.breadcrumbs}:","Los empleados pueden solicitar permisos en injixo Me. Para configurar los permisos, ve a _Plan > Vacaciones/Ausencias_{:.breadcrumbs}.",create-a-schedule.md
1. Enter your people's {% link_new vacation entitlement | features/scheduling/time-off/vacation-entitlement.md %} for the current year.,1. Introduce el {% link_new saldo de permisos | features/scheduling/time-off/vacation-entitlement.md %} de tus empleados para el año en curso.,create-a-schedule.md
2. Create a {% link_new time-off period | features/scheduling/time-off/time-off-periods.md %} and publish it. A time-off period defines the time frame in which people can request vacation and other absences. People will receive a notification in injixo Me and can start creating time-off requests for that period.,2. Crea un {% link_new período de disfrute | features/scheduling/time-off/time-off-periods.md %} y publícalo. Un período de disfrute define el marco de tiempo en el que los empleados pueden solicitar permiso de vacaciones y otras ausencias. Tus empleados recibirán una notificación en injixo Me y podrán comenzar a crear solicitudes de permiso para ese período.,create-a-schedule.md
## Enter Illness or Absence activities,## Insertar actividades de tipo enfermedad o ausencia,create-a-schedule.md
"In {% link_new Schedules | features/scheduling/schedules/schedules-overview.md %} and {% link_new Shift Center | features/scheduling/shiftcenter/shift-center-overview.md %}, you can manage your team's schedule. Enter any known {% link_new activities | features/administration/activity-types-and-properties.md | #activity-types %} of the types Absence or Illness into the schedule.",En {% link_new Planificar | features/scheduling/schedules/schedules-overview.md %} y en el {% link_new Centro de planificación | features/scheduling/shiftcenter/shift-center-overview.md %} puedes gestionar la planificación de tu equipo. Inserta cualquier {% link_new actividad | features/administration/activity-types-and-properties.md | #tipos-de-actividades %} existente de tipo enfermedad o ausencia en la planificación.,create-a-schedule.md
## Manage time-off requests,## Gestionar solicitudes de permiso,create-a-schedule.md
"In _Plan > Time Off_{:.breadcrumbs}, approve or reject any {% link_new pending requests | features/scheduling/time-off/vacation-absences-management.md %}.",En _Plan > Vacaciones/Ausencias_{:.breadcrumbs} puedes aprobar o rechazar las {% link_new solicitudes pendientes | features/scheduling/time-off/vacation-absences-management.md %}.,create-a-schedule.md
> Create a backup of the current schedule in another level,> Crea una copia de seguridad de la planificación actual en otro nivel.,create-a-schedule.md
>,>,create-a-schedule.md
> Use {% link_new Copy level content | features/scheduling/schedules/schedules-copy-level-content.md %} to save a copy of your schedule. This ensures that you do not lose any approved time-off requests or previously entered absences if you delete the schedule and start over.,"> Usa {% link_new copiar contenido del nivel | features/scheduling/schedules/schedules-copy-level-content.md %} para guardar una copia de tu planificación. De este modo, si borras la planificación para volver a empezar, no perderás las solicitudes aprobadas y las ausencias introducidas.",create-a-schedule.md
